trip_num,driver_num,num_occupants,pre_trip,trip_date,start_time,lighting,road_conditions,odometer,start_outside_temp,start_inside_temp,start_departure,range_start,drive_mode,start_notes,post_trip,finish_outside_temp,finish_inside_temp,blue_score,trip_distance,average_speed,trip_duration,economy,range_remaining,brake_mode,climate_control,road_style,reset_meters,finish_notes,Video file name,charge_location,charge_date,charge_time,plugin_temp,unplug_temp,charge_departure,power_usage,cost,charge_notes,charge_id,date_time_local,dataset,location,year,month,day,date,time_lst,date_time_utc,temp_c,temp_flag,dew_point_temp_c,dew_point_temp_flag,rel_hum,rel_hum_flag,wind_dir_10s_deg,wind_dir_flag,wind_spd_km_h,wind_spd_flag,visibility_km,visibility_flag,stn_press_kpa,stn_press_flag,hmdx,hmdx_flag,wind_chill,wind_chill_flag,weather
1,1,1,Y,2018-11-15,16:36:00,Dim,Clear,458,6.5,NA,N,160,N,NA,Y,5,NA,85,17,43,23,16,139,B,N,Highway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-11-15T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,15,2018-11-15,10:00:00,2018-11-15T17:00:00Z,3.1,NA,-1.7,NA,71,NA,20,NA,9,NA,16.1,NA,93.55,NA,NA,NA,NA,NA,NA
2,1,1,Y,2018-11-16,08:10:00,Dark,Blizzard,476,-5,NA,N,140,N,NA,Y,-5,NA,81,14,54,14,21,99,B,Y,Highway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-11-16T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,16,2018-11-16,01:00:00,2018-11-16T08:00:00Z,3.4,NA,-0.8,NA,74,NA,NA,M,5,NA,16.1,NA,92.62,NA,NA,NA,NA,NA,NA
5,1,1,Y,2018-11-16,16:05:00,Dim,Snowy,496,-7.5,NA,N,72,N,NA,Y,-12,NA,86,22,35,38,26.7,42,0,Y,City/Highway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-11-16T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,16,2018-11-16,09:00:00,2018-11-16T16:00:00Z,-6.6,NA,-8.7,NA,85,NA,2,NA,32,NA,1.6,NA,94.19,NA,NA,NA,-15,NA,Snow
6,1,1,Y,2018-11-16,18:58:00,Dim,Snowy,516,-11.5,NA,N,43,N?E,The car changed mode on its own,Y,-10.5,NA,81,19,57,20,16.5,35,0,N,Highway,NA,(went into eco mode),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2018-11-16T19:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,16,2018-11-16,12:00:00,2018-11-16T19:00:00Z,-8.8,NA,-11.5,NA,81,NA,35,NA,22,NA,2.4,NA,94.58,NA,NA,NA,-17,NA,Snow
7,1,1,Y,2018-11-16,19:54:00,Dim,Snowy,536,-10.5,NA,N,32,E?+,The car changed mode on its own,Y,-17,NA,79,20,51,23,18.9,9,0,N,Highway,NA,(went into eco+ mode),NA,1 home,2018-11-16,20:22:00,-17,0,Y,39.1,NA,"Charge door was frozen shut, had to carefully coax it open",1,2018-11-16T20:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,16,2018-11-16,13:00:00,2018-11-16T20:00:00Z,-9.1,NA,-12.8,NA,75,NA,35,NA,21,NA,8.1,NA,94.64,NA,NA,NA,-17,NA,Snow
8,1,1,Y,2018-11-19,06:47:00,Dark,Partly covered,556,0,NA,Y,184,N,NA,Y,0.5,NA,67,14,60,14,17.2,167,0,Y,Highway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-11-19T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,19,2018-11-19,00:00:00,2018-11-19T07:00:00Z,1.7,NA,0.7,NA,93,NA,26,NA,8,NA,16.1,NA,93.52,NA,NA,NA,NA,NA,NA
9,1,1,Y,2018-11-19,07:09:00,Dark,Partly covered,570,0.5,NA,N,166,N,NA,Y,0.5,NA,84,3,40,10,17.8,163,0,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-11-19T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,19,2018-11-19,00:00:00,2018-11-19T07:00:00Z,1.7,NA,0.7,NA,93,NA,26,NA,8,NA,16.1,NA,93.52,NA,NA,NA,NA,NA,NA
10,1,1,Y,2018-11-19,16:02:00,Sunny,Clear,573,6.5,NA,N,166,N,NA,Y,6.5,NA,88,1,14,7,12.5,168,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-11-19T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,19,2018-11-19,09:00:00,2018-11-19T16:00:00Z,1,NA,0.7,NA,98,NA,20,NA,5,NA,16.1,NA,93.55,NA,NA,NA,NA,NA,NA
11,1,1,Y,2018-11-19,16:14:00,Sunny,Clear,575,6.5,NA,N,168,N,NA,Y,3.5,NA,77,18,49,22,18.5,150,0,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-11-19T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,19,2018-11-19,09:00:00,2018-11-19T16:00:00Z,1,NA,0.7,NA,98,NA,20,NA,5,NA,16.1,NA,93.55,NA,NA,NA,NA,NA,NA
13,1,1,Y,2018-11-20,21:21:00,Dark,Clear,611,1,2.5,N,132,N,NA,Y,0,18,79,17,56,18,20.6,107,0,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-11-20T21:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,20,2018-11-20,14:00:00,2018-11-20T21:00:00Z,8.7,NA,0.9,NA,58,NA,22,NA,17,NA,16.1,NA,92.82,NA,NA,NA,NA,NA,NA
15,1,1,Y,2018-11-21,06:54:00,Dim,Clear,646,-2,1,N,95,N,NA,Y,0,19,85,21,39,33,17.9,66,0,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-11-21T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,21,2018-11-21,00:00:00,2018-11-21T07:00:00Z,-0.3,NA,-3.4,NA,79,NA,23,NA,11,NA,16.1,NA,92.84,NA,NA,NA,-4,NA,NA
16,1,2,Y,2018-11-21,07:43:00,Dim,Clear,668,0.5,14.5,N,66,N,NA,Y,-1,22,94,7,45,9,15.5,59,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2018-11-21T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,21,2018-11-21,01:00:00,2018-11-21T08:00:00Z,-0.3,NA,-3.8,NA,77,NA,23,NA,15,NA,16.1,NA,92.81,NA,NA,NA,-5,NA,NA
18,1,1,Y,2018-11-21,16:07:00,Dim,Clear,684,8,13.5,N,57,N,NA,Y,6,19.5,80,17,53,20,18.5,32,0,Y,Highway,Y,Changed to eco mode on its own at the 50km range mark,NA,1 home,2018-11-21,16:34:00,6,2.5,Y,16.8,NA,NA,2,2018-11-21T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,21,2018-11-21,09:00:00,2018-11-21T16:00:00Z,1.3,NA,-4.6,NA,65,NA,21,NA,11,NA,16.1,NA,92.59,NA,NA,NA,NA,NA,NA
19,1,1,Y,2018-11-22,06:58:00,Dark,Clear,701,2.5,18,Y,109,N,Departure option is really nice to get into in the morning,Y,4.5,22.5,74,17,60,20,15,99,0,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2018-11-22T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,22,2018-11-22,00:00:00,2018-11-22T07:00:00Z,6.9,NA,-5.1,NA,42,NA,21,NA,26,NA,16.1,NA,92.03,NA,NA,NA,NA,NA,NA
20,1,1,Y,2018-11-22,08:06:00,Dark,Clear,719,3.5,4.5,N,101,N,NA,Y,3.5,20,78,17,53,19,19.6,69,0,Y,Highway,Y,NA,NA,1 home,2018-11-22,20:27:00,3.5,-9.5,Y,26.3,NA,NA,3,2018-11-22T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,22,2018-11-22,01:00:00,2018-11-22T08:00:00Z,6.8,NA,-4.6,NA,44,NA,22,NA,34,NA,16.1,NA,91.99,NA,NA,NA,NA,NA,NA
21,1,1,Y,2018-11-26,06:51:00,Dark,Partly covered,736,-9.5,NA,Y,172,N,NA,Y,-11,16,74,17,52,20,24.8,136,0,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2018-11-26T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,26,2018-11-26,00:00:00,2018-11-26T07:00:00Z,-11.7,NA,-13.3,NA,88,NA,12,NA,5,NA,16.1,NA,93.6,NA,NA,NA,-15,NA,NA
22,1,2,Y,2018-11-26,08:43:00,Sunny,Partly covered,753,-11,NA,N,137,N,NA,Y,-9,NA,90,1,11,8,52.9,129,0,Y,City,Y,My temp gun malfunction for inside temp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2018-11-26T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,26,2018-11-26,02:00:00,2018-11-26T09:00:00Z,-12.4,NA,-14,NA,88,NA,16,NA,4,NA,16.1,NA,93.49,NA,NA,NA,-15,NA,NA
23,2,2,Y,2018-11-26,09:00:00,Sunny,Partly covered,755,-8.5,NA,N,129,N,NA,Y,-8,NA,86,1,12,9,56.8,117,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2018-11-26T09:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,26,2018-11-26,02:00:00,2018-11-26T09:00:00Z,-12.4,NA,-14,NA,88,NA,16,NA,4,NA,16.1,NA,93.49,NA,NA,NA,-15,NA,NA
25,1,1,Y,2018-11-27,06:48:00,Dark,Partly covered,774,2.5,13,Y,168,N,NA,Y,4,20,78,17,56,18,15.8,169,B,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2018-11-27T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,27,2018-11-27,00:00:00,2018-11-27T07:00:00Z,5.9,NA,-0.6,NA,63,NA,20,NA,30,NA,16.1,NA,92.02,NA,NA,NA,NA,NA,NA
26,1,1,Y,2018-11-27,15:56:00,Dim,Clear,791,8,11,N,172,N,NA,Y,8.5,18,96,4,25,10,18.6,167,B,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2018-11-27T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,27,2018-11-27,09:00:00,2018-11-27T16:00:00Z,5.8,NA,1.2,NA,72,NA,20,NA,22,NA,16.1,NA,91.72,NA,NA,NA,NA,NA,NA
28,1,1,Y,2018-11-27,18:49:00,Dark,Clear,801,6,10,N,169,N,NA,Y,4,20.5,87,18,45,25,18,147,B,Y,City/Highway,Y,NA,NA,1 home,2018-11-27,19:19:00,4,1,Y,10.9,NA,NA,5,2018-11-27T19:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,27,2018-11-27,12:00:00,2018-11-27T19:00:00Z,8.1,NA,1.9,NA,65,NA,21,NA,26,NA,16.1,NA,91.53,NA,NA,NA,NA,NA,NA
30,1,1,Y,2018-11-28,09:40:00,Sunny,Clear,837,4,10,N,188,N,NA,Y,3,17,92,5,29,10,17.8,178,B,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2018-11-28T10:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,28,2018-11-28,03:00:00,2018-11-28T10:00:00Z,4.4,NA,-1,NA,68,NA,26,NA,24,NA,16.1,NA,91.58,NA,NA,NA,NA,NA,NA
31,1,1,Y,2018-11-28,11:47:00,Sunny,Clear,842,7,17,N,180,N,NA,Y,7.5,20.5,95,4,26,9,13.3,182,B,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2018-11-28T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,28,2018-11-28,05:00:00,2018-11-28T12:00:00Z,3.6,NA,-2.6,NA,64,NA,28,NA,24,NA,16.1,NA,91.69,NA,NA,NA,NA,NA,NA
32,1,1,Y,2018-11-28,17:01:00,Dim,Clear,847,4.5,13,N,181,N,NA,Y,6,17.5,97,2,21,7,18.1,177,B,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2018-11-28T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,28,2018-11-28,10:00:00,2018-11-28T17:00:00Z,3.1,NA,-2.3,NA,68,NA,25,NA,9,NA,16.1,NA,91.91,NA,NA,NA,NA,NA,NA
34,1,1,Y,2018-11-28,19:21:00,Dark,Clear,853,3,10.5,N,169,N,NA,Y,2.5,11,98,0,10,3,29.9,166,B,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2018-11-28T19:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,28,2018-11-28,12:00:00,2018-11-28T19:00:00Z,7.7,NA,-1.3,NA,53,NA,24,NA,13,NA,16.1,NA,91.86,NA,NA,NA,NA,NA,NA
35,1,1,Y,2018-11-28,19:48:00,Dark,Clear,853,3,12,N,166,N,NA,Y,3,20.5,77,20,58,20,19.2,137,B,Y,City/Highway,Y,NA,NA,1 home,2018-11-28,20:10:00,3,0.5,Y,12.1,NA,NA,6,2018-11-28T20:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,28,2018-11-28,13:00:00,2018-11-28T20:00:00Z,8.6,NA,-1.1,NA,50,NA,25,NA,18,NA,16.1,NA,91.83,NA,NA,NA,NA,NA,NA
36,1,1,Y,2018-11-29,06:45:00,Dark,Clear,874,0.5,8.5,Y,186,N,NA,Y,-3.5,19,79,14,50,17,17.7,174,B,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2018-11-29T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,29,2018-11-29,00:00:00,2018-11-29T07:00:00Z,0,NA,-3.4,NA,78,NA,22,NA,18,NA,16.1,NA,91.86,NA,NA,NA,-5,NA,NA
37,1,1,Y,2018-11-29,07:11:00,Dark,Clear,888,-2,19,N,174,N,NA,Y,-2.5,19.5,95,3,24,9,20.1,168,B,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2018-11-29T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,29,2018-11-29,00:00:00,2018-11-29T07:00:00Z,0,NA,-3.4,NA,78,NA,22,NA,18,NA,16.1,NA,91.86,NA,NA,NA,-5,NA,NA
38,1,1,Y,2018-11-29,15:54:00,Sunny,Clear,892,3.5,13,N,173,N,NA,Y,0,22.5,90,17,53,19,17.7,155,D2,Y,Highway,Y,NA,NA,1 home,2018-11-29,16:10:00,0,-2,Y,19.9,NA,Departure was set for 6:40 actual departure 6:51,7,2018-11-29T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,29,2018-11-29,09:00:00,2018-11-29T16:00:00Z,-2.3,NA,-5,NA,82,NA,22,NA,8,NA,16.1,NA,92.03,NA,NA,NA,-5,NA,NA
39,1,1,Y,2018-11-30,06:51:00,Dark,Clear,909,-2,9,Y,183,N,NA,Y,-3,21.5,81,19,52,22,17.6,161,D2,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2018-11-30T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,30,2018-11-30,00:00:00,2018-11-30T07:00:00Z,-4.2,NA,-5.6,NA,90,NA,9,NA,4,NA,16.1,NA,92,NA,NA,NA,-6,NA,NA
40,1,1,Y,2018-11-30,13:48:00,Sunny,Clear,928,3.5,13,N,168,N,NA,Y,2,20,95,7,28,16,17.5,159,D2,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2018-11-30T14:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,30,2018-11-30,07:00:00,2018-11-30T14:00:00Z,-3.2,NA,-4.8,NA,89,NA,24,NA,11,NA,16.1,NA,92.05,NA,NA,NA,-7,NA,NA
41,1,1,Y,2018-11-30,14:30:00,Sunny,Clear,938,3,13.5,N,159,N,NA,Y,2,19.5,92,6,NA,11,NA,155,D2,Y,City/Highway,Y,The vehicle data screen was not on the since start to some data on this line was omitted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2018-11-30T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,30,2018-11-30,08:00:00,2018-11-30T15:00:00Z,-4,NA,-5.7,NA,88,NA,32,NA,5,NA,16.1,NA,92.1,NA,NA,NA,-6,NA,NA
42,1,1,Y,2018-11-30,16:06:00,Dim,Clear,941,1.5,10,N,155,N,NA,Y,0,20.5,84,17,49,21,17.7,135,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2018-11-30T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,30,2018-11-30,09:00:00,2018-11-30T16:00:00Z,-3.3,NA,-5.1,NA,87,NA,27,NA,4,NA,16.1,NA,92.13,NA,NA,NA,-5,NA,NA
43,1,2,Y,2018-11-30,18:29:00,Dark,Clear,958,1,6,N,134,N,NA,Y,-1,20.5,84,19,54,21,16.3,119,D3,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2018-11-30T18:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,30,2018-11-30,11:00:00,2018-11-30T18:00:00Z,-0.2,NA,-3.3,NA,80,NA,NA,NA,0,NA,16.1,NA,92.19,NA,NA,NA,NA,NA,NA
44,1,2,Y,2018-11-30,21:55:00,Dark,Clear,978,-2,3.5,N,118,N,NA,Y,-4,21,87,19,46,25,21.1,82,D2,Y,City/Highway,Y,NA,NA,1 home,2018-11-30,22:20:00,-2,-3,N,7.8,NA,NA,8,2018-11-30T22:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,30,2018-11-30,15:00:00,2018-11-30T22:00:00Z,1.3,NA,-3.2,NA,72,NA,NA,NA,0,NA,16.1,NA,92.24,NA,NA,NA,NA,NA,NA
45,1,1,Y,2018-12-01,05:08:00,Dark,Clear,997,-3,NA,N,115,N,NA,Y,-4.5,15,76,16,62,16,19.7,96,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2018-12-01T05:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,11,30,2018-11-30,22:00:00,2018-12-01T05:00:00Z,-3.9,NA,-4.9,NA,93,NA,NA,NA,0,NA,16.1,NA,92.41,NA,NA,NA,NA,NA,NA
47,1,3,Y,2018-12-02,10:41:00,Dim,Snowy,1030,-6,-6,N,161,N,NA,Y,-7,10.5,73,15,60,15,23.3,146,D1,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2018-12-02T11:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,2,2018-12-02,04:00:00,2018-12-02T11:00:00Z,-10.9,NA,-12.1,NA,91,NA,26,NA,8,NA,1.2,NA,92.96,NA,NA,NA,-16,NA,Fog
48,1,3,Y,2018-12-02,12:36:00,Dim,Snowy,1045,-7,7,N,149,N,NA,Y,-5,8.5,81,0,10,2,57.3,147,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2018-12-02T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,2,2018-12-02,06:00:00,2018-12-02T13:00:00Z,-9.8,NA,-11,NA,91,NA,26,NA,9,NA,0.6,NA,93.03,NA,NA,NA,-15,NA,Freezing Fog
51,1,1,Y,2018-12-03,06:46:00,Dark,Partly covered,1072,-5.5,-4.5,Y,147,N,NA,Y,-7,16,83,17,56,18,19.8,139,D3,Y,Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2018-12-03T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,3,2018-12-03,00:00:00,2018-12-03T07:00:00Z,-12.3,NA,-13.6,NA,90,NA,21,NA,13,NA,11.3,NA,93.74,NA,NA,NA,-19,NA,NA
52,1,1,Y,2018-12-03,11:49:00,Dim,Partly covered,1089,-2.5,3,N,138,N,NA,Y,-2,7.5,87,3,32,5,31.8,131,0,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2018-12-03T12:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,3,2018-12-03,05:00:00,2018-12-03T12:00:00Z,-8.5,NA,-10,NA,89,NA,NA,NA,0,NA,16.1,NA,93.8,NA,NA,NA,NA,NA,NA
53,1,1,Y,2018-12-03,12:39:00,Dim,Partly covered,1093,-1.5,7,N,132,N,NA,Y,-2,16,87,3,29,6,24.3,129,0,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2018-12-03T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,3,2018-12-03,06:00:00,2018-12-03T13:00:00Z,-7.1,NA,-8.6,NA,89,NA,21,NA,11,NA,16.1,NA,93.8,NA,NA,NA,-12,NA,NA
54,1,1,Y,2018-12-03,16:49:00,Dim,Partly covered,1096,-3.5,2.5,N,127,N,NA,Y,-5.5,20.5,88,23,40,35,24,100,D3,Y,City/Highway,Y,includes sitting in drive through,NA,1 home,2018-12-03,17:29:00,-5.5,-11.5,Y,NA,NA,"Something appeard to have happened to power supply, Log was reset and vehicle didn't appear to be warm or fully charged",11,2018-12-03T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,3,2018-12-03,10:00:00,2018-12-03T17:00:00Z,-4.6,NA,-6.4,NA,87,NA,22,NA,9,NA,16.1,NA,93.83,NA,NA,NA,-8,NA,Snow
56,1,1,Y,2018-12-04,16:28:00,Dim,Clear,1137,-2,2,N,122,N,NA,Y,-1.5,12,80,3,27,6,32.9,114,D3,Y,City/Highway,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2018-12-04T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,4,2018-12-04,09:00:00,2018-12-04T16:00:00Z,-11.8,NA,-14.3,NA,82,NA,22,NA,15,NA,16.1,NA,93.48,NA,NA,NA,-19,NA,NA
57,1,1,Y,2018-12-04,16:52:00,Dim,Clear,1140,-1.5,8.5,N,114,N,NA,Y,-3.5,20.5,83,14,56,15,22.8,102,D3,Y,Highway,Y,using temp gun with temperature taken off the shifter boot,NA,1 home,2018-12-04,17:09:00,-3.5,-8,Y,14.6,NA,NA,12,2018-12-04T17:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,4,2018-12-04,10:00:00,2018-12-04T17:00:00Z,-9.4,NA,-12.6,NA,78,NA,21,NA,18,NA,16.1,NA,93.42,NA,NA,NA,-17,NA,NA
58,1,1,Y,2018-12-05,06:43:00,Dark,Clear,1154,-8,-2,Y,146,N,NA,Y,-7,20.5,83,17,53,20,21.9,134,D3,Y,Highway,Y,Temperature is different side to side and goes eco when passenger gets out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2018-12-05T07:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,5,2018-12-05,00:00:00,2018-12-05T07:00:00Z,-2.9,NA,-4.9,NA,86,NA,30,NA,22,NA,16.1,NA,93.35,NA,NA,NA,-9,NA,Snow
59,1,1,Y,2018-12-05,07:33:00,Dark,Partly covered,1172,-5.5,5,N,135,N,NA,Y,1,18.5,95,0,4,7,67.9,143,0,Y,City,Y,AST shop demo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2018-12-05T08:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,5,2018-12-05,01:00:00,2018-12-05T08:00:00Z,-3.1,NA,-6.4,NA,78,NA,30,NA,17,NA,16.1,NA,93.38,NA,NA,NA,-9,NA,NA
60,1,1,Y,2018-12-05,12:54:00,Dim,Partly covered,1172,0,11.5,N,137,N,NA,Y,-3.5,16.5,89,0,4,7,94.9,130,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2018-12-05T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,5,2018-12-05,06:00:00,2018-12-05T13:00:00Z,-7.5,NA,-10.9,NA,77,NA,30,NA,28,NA,16.1,NA,93.71,NA,NA,NA,-16,NA,Snow
61,1,2,Y,2018-12-05,13:03:00,Dim,Partly covered,1173,-3.5,16.5,N,130,N,NA,Y,-6.5,22.5,84,4,24,11,20.8,128,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2018-12-05T13:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,5,2018-12-05,06:00:00,2018-12-05T13:00:00Z,-7.5,NA,-10.9,NA,77,NA,30,NA,28,NA,16.1,NA,93.71,NA,NA,NA,-16,NA,Snow
62,1,2,Y,2018-12-05,14:52:00,Dim,Partly covered,1177,-6.5,5,N,128,N,NA,Y,-8,17.1,85,4,21,12,34.1,116,D3,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,2018-12-05T15:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,5,2018-12-05,08:00:00,2018-12-05T15:00:00Z,-8,NA,-11.4,NA,77,NA,32,NA,34,NA,16.1,NA,93.89,NA,NA,NA,-17,NA,Snow
63,1,1,Y,2018-12-05,16:02:00,Dim,Partly covered,1182,-6.5,6,N,115,N,NA,Y,-9,20.5,85,21,37,35,24.8,101,0,Y,City/Highway,Y,Numbers don’t seem correct may have tried to reset wrong trip,NA,1 home,2018-12-05,16:25:00,-9,-14,Y,14.6,NA,NA,13,2018-12-05T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,5,2018-12-05,09:00:00,2018-12-05T16:00:00Z,-8.4,NA,-11.1,NA,81,NA,33,NA,24,NA,12.9,NA,94.02,NA,NA,NA,-17,NA,Snow
64,1,1,Y,2018-12-06,06:29:00,Dark,Partly covered,1199,-14,2.5,Y,140,N,NA,Y,-17,10.5,82,17,51,20,28.8,110,D3,Y,Highway,Y,Doesn't feel cold Tire pressure monitor gave warning/ tires appear to be ok,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2018-12-06T06:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,5,2018-12-05,23:00:00,2018-12-06T06:00:00Z,-10,NA,-13,NA,79,NA,17,NA,8,NA,16.1,NA,94.03,NA,NA,NA,-14,NA,NA
67,1,2,Y,2018-12-06,16:17:00,Dim,Clear,1221,-11.5,13,N,102,N,NA,Y,-11,18,89,0,8,2,90.4,99,0,Y,City,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2018-12-06T16:00:00Z,ec_climate_hourly,MEDICINE HAT AB 48949,2018,12,6,2018-12-06,09:00:00,2018-12-06T16:00:00Z,-18,NA,-20.2,NA,83,NA,NA,M,4,NA,16.1,NA,93.7,NA,NA,NA,-21,NA,NA
